id,name,original_language,rating,rating_votes,release_freq,activity_all_time_rank,activity_month_rank,activity_week_rank,on_reading_lists,reading_list_all_time_rank,reading_list_month_rank
1120,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,japanese,4.1,55,160.8,6711,3155,6928,1337,4378,7723
1122,Shoushimin Series,japanese,3.1,7,14.3,10731,2000,2000,193,10247,10743
1124,Adachi to Shimamura,japanese,4.5,105,32.9,4390,6125,3964,1505,4048,6339
1126,The Zashiki Warashi of Intellectual Village,japanese,4.3,67,3.8,6805,6138,2000,2224,2850,6275
1128,Leviathan of the Covenant,japanese,4,78,68.7,5939,2000,2000,2339,2728,7163
1130,Monogatari Series,japanese,4.5,122,100.6,5101,2000,3964,2131,2984,4687
1133,Shrouding the Heavens,chinese,3.9,266,173.4,1574,2000,2000,3566,1668,10413
1136,History’s Number 1 Founder,chinese,4.2,621,133.8,188,2497,4130,8427,355,5021
1139,Heavenly Jewel Change,chinese,4,1496,17.3,31,6158,6928,14856,64,496
1141,Lord Xue Ying,chinese,4.2,670,0.7,90,2000,2000,9198,283,4649
1144,Third Prince Elmer,japanese,3.9,144,3.4,3604,2000,2000,1948,3241,12393
1147,Doll Dungeon,japanese,3.6,145,3.1,1256,6144,6928,2980,2113,1493
1149,Jiu Shen,chinese,4,105,130.4,3738,2000,2000,2000,3170,4144
1153,The Other World Dining Hall (LN),japanese,4.6,81,158.1,4486,6080,2000,1999,3173,1961
1164,Genius Sword Immortal,chinese,3.7,411,80.3,610,2000,6928,5684,834,2257
1171,Bungaku Shoujo,japanese,3.8,51,8039,8736,2000,2000,589,6962,12388
1173,.hack//AI Buster,japanese,3.1,36,8030,5835,2000,2000,143,10831,12384
1175,.hack//Cell,japanese,2.8,13,8030,10592,2000,2000,96,11430,12393
1177,.hack//G.U.,japanese,3,23,8030,9776,2000,2000,100,11385,12393
1179,143 Kaoru’s Cake House,malaysian,3,16,240.7,10171,2000,6928,116,11191,12389
1181,3 Minutes Boy Meets Girl,japanese,3.5,17,233.6,9807,2000,2000,226,9868,9536
1183,37°C,japanese,2.9,35,8040,9591,2000,2000,241,9704,12388
1185,"4-gatsu, Sore wa…",japanese,3.2,9,3875,11418,2000,2000,82,11568,12385
1187,9S,japanese,2.4,11,1416.7,10791,2000,2000,148,10778,12384
1189,A Cruel Romance,chinese,3.1,48,158.6,7580,2000,2000,664,6605,10743
1190,Aa Megami-sama,japanese,3.9,18,8030,9148,2000,2000,171,10509,12390
1192,Absolute Duo,japanese,3.4,80,174.3,6693,2000,2000,1719,3639,9728
1194,Accel World,japanese,3.6,61,991.5,7652,2000,2000,755,6117,3945
1196,Adarushan no Hanayome,japanese,3.4,19,1790.5,10105,2000,2000,268,9420,12389
1198,Ai Shika Iranee yo,japanese,2.8,25,8040,10034,2000,2000,250,9606,12389
1200,Aidoru Wa Tsukkoma Reru No Ga Suki!,japanese,4,7,850.7,11404,2000,2000,158,10657,12384
1202,Akatsuki no Yona,japanese,3.5,44,1227,8660,2000,2000,447,7853,12384
1204,Akuma to Yobanaide,japanese,2.6,21,8040,11144,2000,2000,230,9826,12389
1206,Alice to Masayoshi wa Mukankei desu ka?,japanese,3.4,11,775.8,11168,2000,2000,228,9848,12390
1208,All You Need Is Kill,japanese,4.2,101,2000,7410,2000,2000,626,6779,7475
1210,Allison,japanese,4.3,34,8.4,8950,2000,2000,855,5695,12393
1212,Amai Wana de Torokasete,japanese,3.4,65,3472,6702,2000,2000,841,5746,12384
1214,Ame no Hi no Iris,japanese,4.7,106,10.3,5198,2000,2000,1937,3249,12390
1216,Angel Beats! – Track Zero,japanese,3.3,12,8032,11419,2000,2000,98,11405,12390
1218,Another,japanese,4,28,8035,9374,2000,2000,237,9762,12393
1220,Arena,korean,3.8,635,72.4,368,2336,4519,7448,477,640
1222,Arslan Senki,japanese,4.2,52,4.7,6354,2557,4705,1362,4324,8244
1224,Asobi ni Iku yo!,japanese,4.5,41,1547,9137,2000,2000,539,7241,7727
1226,Assassin Reborn,chinese,3.7,57,162.1,5888,2000,2000,907,5510,6955
1227,Asura Cryin’,japanese,3.2,11,781.2,10095,2000,2000,183,10364,12387
1229,Baccano!,japanese,4.5,35,8033,9328,2000,2000,522,7342,12385
1231,Back Stage!!,japanese,3.8,28,466.2,8590,2000,2000,298,9105,12389
1233,Baito de Wizard,japanese,2.2,5,8032,11912,2000,2000,45,11867,12390
1235,Baka to Test to Shoukanjuu‎,japanese,4.4,91,37.2,6076,2000,2000,1893,3327,7476
1237,Bara no Maria,japanese,3.6,33,958,9154,2000,2000,530,7292,12390
1239,Battle Royale,japanese,3.6,17,2000,9581,2000,2000,119,11151,12389
1241,Biblia Koshodou no Jiken Techou,japanese,4.4,37,138.5,6888,2000,2000,933,5432,9733
1243,Bishoujo wo Jouzu ni Nikubenki ni Suru Houhou,japanese,4.2,358,23.2,1563,1533,1985,8009,396,2572
1244,Black Blood Brothers,japanese,3.8,6,8032,11804,2000,2000,90,11493,12384
1246,Black Bullet,japanese,3.8,41,8033,9025,2000,2000,616,6827,12390
1248,Black Lagoon,japanese,4.2,6,8032,11725,2000,2000,103,11341,12388
1250,Blood the Last Vampire,japanese,3.3,6,8032,10964,2000,2000,61,11758,12390
1252,Blood+,japanese,4,7,8032,11995,2000,2000,92,11474,12385
1254,Body Language,japanese,3.3,22,8040,10313,2000,2000,172,10492,12389
1256,Boku no Bungeibu ni B*tch ga Irunante Arienai,japanese,3.6,119,125.1,3169,2000,6928,2981,2113,5674
1258,Boku to Kanojo ni Furu Yoru,japanese,2.9,7,1536,11839,2000,2000,148,10782,12390
1260,Boku to Kanojo no Game Sensou,japanese,4.1,28,170.3,8891,2000,2000,782,5988,6337
1262,Boku-tachi wa Shitte Shimatta,japanese,3.4,8,8032,11693,2000,2000,40,11900,12390
1264,Bokusatsu Tenshi Dokuro-chan,japanese,2.8,13,1305.5,10524,2000,2000,147,10792,12389
1266,Boogiepop and Others,japanese,4.2,11,2000,11323,2000,6928,152,10738,12388
1268,Boogiepop at Dawn,japanese,3.5,4,2000,12013,2000,2000,67,11713,12390
1270,Boogiepop in the Mirror: “Pandora”,japanese,3.5,4,8032,12013,2000,2000,46,11863,12390
1272,Boogiepop Overdrive: Waikyokuou,japanese,3,5,8032,12013,2000,2000,48,11849,12390
1274,Boogiepop Returns: VS Imaginator,japanese,2.8,5,2000,12013,2000,2000,72,11664,12390
1276,Brothers Conflict,japanese,2.4,22,8032,10916,2000,2000,173,10480,12390
1278,Destination of Crybird,japanese,4.1,113,145.5,3339,2000,2000,3194,1920,2138
1279,Bu Sha,chinese,3.6,141,176.9,5780,2000,6928,1640,3788,12390
1281,Byousoku 5 Centimeter,japanese,3.6,19,2000,9869,2000,2000,134,10954,12390
1283,C³,japanese,3.5,31,4.2,8279,2000,2000,877,5603,12385
1285,Calling You,japanese,3.7,7,8032,10260,2000,2000,47,11854,12390
1287,Campione!,japanese,4.1,146,2000,5658,2000,2000,2353,2710,5868
1289,Chihaya Furu,japanese,3.1,9,327.6,11590,2000,2000,94,11452,12388
1291,Rebirth of the Thief Who Roamed The World,chinese,3.9,1025,1.5,15,3897,3615,13340,93,154
1293,Chuunibyou Demo Koi ga Shitai!,japanese,4.3,34,77.2,7830,2000,6928,752,6130,9736
1295,Cold Fever,japanese,2.7,19,2000,9869,2000,2000,211,10040,12393
1297,Cold Light,japanese,3,18,8040,10582,2000,2000,196,10210,12389
1299,Cold Sands,chinese,4.5,304,6.7,2235,6078,5067,3589,1650,12385
1301,Cold Sleep,japanese,2.9,15,2000,10703,2000,2000,183,10365,12389
1303,"Come and Eat, Shan Shan",chinese,4.2,275,201.5,1891,2336,2698,4020,1427,12390
1305,Cross x Regalia,japanese,3.3,9,720.2,11557,2000,2000,136,10920,12385
1307,CtG – Zero kara Sodateru Dennou Shoujo,japanese,4.3,107,160.2,3611,2000,6928,3256,1878,9245
1309,Dai Densetsu no Yuusha no Densetsu,japanese,4.3,64,174.1,6395,3838,6928,967,5323,7055
1311,"Dakara Boku wa, H ga Dekinai.",japanese,4,22,3446,9658,2000,2000,502,7454,12385
1313,Dantalian no Shoka,japanese,4.1,18,295,9381,2000,2000,429,7977,12390
1315,Dark Walker,japanese,3.2,17,8040,10774,2000,2000,196,10210,12389
1317,Date A Live,japanese,4.2,105,119.5,5956,2000,2000,1953,3230,9725
1319,Dead End,japanese,2.6,21,1572.5,9228,2000,2000,442,7891,12388
1321,Deadlock,japanese,3.6,34,25.1,7783,2000,6928,589,6962,10413
1323,Death Note: L Change the World,japanese,4.2,15,8032,10963,2000,2000,70,11684,12390
1325,Dengeki!! Aegis 5,japanese,1.3,6,8033,11597,2000,2000,27,11948,12390
1327,Denpateki na Kanojo,japanese,4.2,20,1437,9627,2000,2000,267,9430,12390
1329,Densetsu no Yuusha no Densetsu,japanese,3.9,120,6.8,4528,2000,2000,1980,3191,4943
1331,Devil May Cry,japanese,3.3,6,8033,11704,2000,2000,67,11710,12389
1333,Diamond no Kuni no Alice – Bet on My Heart,japanese,2.4,5,8033,11899,2000,2000,57,11785,12390
1335,Digimon Adventure,japanese,3.9,7,361.6,10680,2000,2000,130,11008,10267
1337,Divine Protection of Many Gods,japanese,3.5,263,80.3,795,4324,6928,6691,615,3076
1338,Don’t Cry Mama,japanese,3.3,28,2000,10215,2000,2000,252,9577,12389
1340,DOWL Masters,japanese,3.8,9,663.3,11549,6171,2000,132,10982,12390
1342,Dragon King with Seven Stars,chinese,4.3,33,100.2,7633,2000,2000,487,7573,10591
1344,Dress na Boku ga Yangotonaki Katagata no Katei Kyoushi-sama na Kudan,japanese,3.6,40,218.1,6671,2000,2000,794,5941,4884
1346,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darou ka,japanese,4.1,203,8040,4939,2000,2000,2427,2623,5027
1348,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darou ka Gaiden – Sword Oratoria,japanese,3.7,41,2886,7599,2000,3964,702,6408,12388
1350,Durarara!!,japanese,4.3,38,2000,10111,2000,2000,494,7520,12387
1352,E? Heibon Desu yo??,japanese,4,101,162.5,4581,2000,2000,2532,2514,2617
1354,Eclipse Hunter,chinese,4.2,81,36.8,5153,2527,6928,1049,5076,7596
1356,Ero Manga Sensei,japanese,3.9,91,73.1,4261,4851,4130,1725,3626,6665
1358,Etsusa Bridge,japanese,4.1,11,8.6,11068,2000,2000,276,9338,12390
1360,Virtual World: Close Combat Mage,chinese,3.7,159,1913,503,2000,6928,4370,1258,6278
1361,Famima!,japanese,3.1,14,235.3,10163,2000,2000,334,8761,12390
1363,Fate/Strange Fake,japanese,4.2,14,3121,8059,2000,2000,426,7996,12390
1365,Fate/Zero,japanese,4.5,77,267.9,6363,2000,2000,940,5412,12388
1367,Feng Yu Jiu Tian,chinese,3.6,322,6.9,1347,2000,5639,4803,1095,6825
1369,Finder,japanese,3.3,31,2000,9675,2000,2000,246,9644,12385
1371,Fudoutoku na Yami,japanese,2.9,25,8040,9090,2000,2000,239,9731,12389
1373,Fujoshi Kanojo.,japanese,4.1,8,8033,11581,2000,2000,91,11484,12385
1375,Full Metal Panic! Another,japanese,3.3,14,3121,11379,2000,2000,179,10405,12390
1377,Gakkou wo Deyou!,japanese,3.5,2,4467,11996,2000,2000,44,11873,12390
1379,Gakuen Kino,japanese,4.1,14,229.1,10228,2000,2000,196,10210,12390
1381,"Gate – Jietai Kare no Chi nite, Kaku Tatakeri",japanese,4.1,173,130.4,2768,3395,5067,5217,966,2336
1384,Gekitotsu no Hexennacht,japanese,3.3,62,2.1,7196,6088,2000,1205,4680,8568
1386,Gekka no Utahime to Magi no Ou,japanese,3.6,19,211.7,9450,2000,2000,546,7197,12389
1388,Gekkou,japanese,4.6,354,111.9,3233,2000,3615,2965,2126,12385
1390,Gensou Suikoden,japanese,3.8,6,637.5,11773,2000,2000,57,11786,12390
1392,Gentle Cage,japanese,2.1,14,8040,10025,2000,2000,162,10605,12385
1394,Ghost Hunt,japanese,4.5,54,172.9,6181,2000,2000,1556,3943,9931
1396,Gin no Juujika to Draculea,japanese,3.9,106,19.5,5142,4302,2000,1989,3184,12390
1398,Ginban Kaleidoscope,japanese,4,6,1148.8,10851,2000,2000,96,11432,12393
1400,Goshuushou-sama Ninomiya-kun,japanese,3.3,12,2494.5,11263,2000,2000,284,9249,12393
1402,Gosick,japanese,4.4,36,206.1,9306,2000,6928,517,7379,12389
1405,Goth,japanese,3.6,16,8033,11295,2000,2000,82,11572,12389
1407,Green Light,japanese,3.3,23,8040,10215,2000,2000,256,9540,12393
1409,Gu Fang Bu Zi Shang,chinese,4.3,335,143,2632,3216,2000,3896,1475,4687
1411,Gui Tu,chinese,3.7,13,2902,11138,2000,2000,240,9719,12387
1413,Guin Saga,japanese,4,29,282.2,7606,2000,2000,303,9052,9245
1415,"Gyarugewe no Sekai yo, Youkoso!",japanese,4.3,8,1421,9196,2000,2000,205,10095,12388
1417,Hagane no Renkinjutsushi,japanese,4.4,14,8033,11406,2000,2000,100,11382,12389
1419,Hagure Yuusha no Kichiku Bigaku,japanese,4.2,106,225.6,5014,6073,2000,3115,1995,9932
1421,Hako no Naka,japanese,4.6,173,0.5,3588,2255,3489,1678,3723,12388
1423,Hakushaku to Yousei,japanese,4.5,100,38.7,4252,2000,2000,3413,1759,8726
1425,Hanbun no Tsuki ga Noboru Sora,japanese,4,11,212.3,10791,2000,2000,225,9877,10413
1427,"Hariyama-san, Center of the World",japanese,3.3,15,204.3,9446,2000,2000,319,8893,10090
1428,Hataraku Maou-sama!,japanese,4.1,185,157.8,3391,2000,6928,3873,1485,5999
1430,Hentai Ouji to Warawanai Neko,japanese,4.2,54,2.7,5485,2000,2923,1489,4077,3644
1434,Heroes Shed No Tears,chinese,3.5,17,167.1,10764,2000,2000,240,9719,12393
1435,Heyi Shengxiao Mo,chinese,4.4,200,15.5,2676,4779,6928,2714,2342,12387
1437,Hibike! Euphonium – Kitauji Koukou Suisougakubu e Youkoso,japanese,4.4,7,1209,11391,2000,2000,132,10980,12390
1439,Hidan no Aria,japanese,4.1,54,44.7,4595,4883,2000,1800,3476,7262
1441,High Speed!,japanese,4,6,33.7,11467,2000,2000,109,11280,12390
1443,High School DxD,japanese,4.3,226,93.3,2105,4769,2000,4796,1100,1665
1445,Himitsu – Kuro no Chikai,japanese,4.4,18,47.1,9590,2000,3964,351,8609,12384
1447,Hiraheishi wa Kako o Yumemiru,japanese,4.5,164,1256,2804,6080,6928,4496,1210,4241
1449,Hitsugi no Chaika,japanese,3.9,36,151.3,9115,2000,2000,735,6215,8259
1451,Honoo no Mirage,japanese,3.4,20,8034,9757,2000,2000,198,10178,12390
1453,"Horizon, Bright Moon, Sabre",chinese,4.2,45,0.1,8144,2000,2000,880,5597,12387
1455,Hot Gimmick S,japanese,3,7,2000,11649,2000,2000,71,11678,12393
1457,HP1 kara Hajimeru Isekai Musou,japanese,2.3,128,91.9,2841,3251,2000,2250,2817,2575
1459,Hua Hua You Long,chinese,3.4,364,3.9,1695,2742,1090,3984,1442,12390
1461,Hui You Tian Shi Ti Wo Ai Ni,chinese,4,10,241.5,10575,2000,2000,120,11136,12390
1464,Hundred,japanese,3.7,64,69.1,3803,2000,4705,2425,2626,10586
1468,Hyakka Ryouran – Samurai Girls,japanese,3.8,9,857.5,11391,2000,2000,225,9877,12388
1470,Hyakuoku no Hiru to Senoku no Yoru,japanese,2.2,5,8034,11692,2000,2000,32,11930,12387
1472,Ichiban Ushiro no Daimaou,japanese,3.8,70,0.9,6073,2000,2000,1629,3807,12385
1474,Incredible Loli Change,chinese,3.9,29,220.5,8343,2000,2000,521,7353,12390
1476,Into Illusion,japanese,3.2,10,8040,10252,2000,2000,157,10668,12389
1478,Inu to Hasami wa Tsukaiyou,japanese,4.2,12,1089,10389,2000,2000,272,9382,12390
1480,"Iriya no Sora, UFO no Natsu",japanese,3.2,14,1687.7,10672,2000,2000,288,9206,7985
1482,Infinite Stratos,japanese,3.4,40,665,7359,2000,2000,844,5731,12390
1484,I’m Back in the Other World?,japanese,3.5,224,78.8,1295,3124,3230,4081,1399,3702
1485,Isshun no Kaze ni Nare,japanese,2,2,8034,12013,2000,2000,30,11943,12390
1487,It Might Be a Hottie,chinese,4,41,2000,8351,2000,2000,358,8548,12393
1488,Itsuka Sekai wo Sukuu Tame ni – Qualidea Code,japanese,3.5,26,113.1,8611,2000,2000,693,6461,6954
1490,Itsuka Tenma no Kuro Usagi,japanese,4.2,25,249.7,10266,2000,3762,619,6813,12385
1492,Jinrui wa Suitai Shimashita,japanese,4.4,18,217.8,10341,2000,2000,464,7737,10862
1494,Jinsei Reset Button,japanese,3.4,10,30.2,11305,2000,2000,166,10555,12387
1496,Jogakusei Tantei,japanese,3.4,5,247.6,11681,2000,2000,155,10696,10743
1498,Junai,japanese,3.2,77,2000,6095,2000,5639,1227,4624,12385
1500,Jus Primae Noctis,chinese,3.6,58,3.9,5890,2000,2000,885,5580,12393
1501,Juuhime,japanese,1.3,3,8034,12074,2000,2000,50,11837,12390
1504,Kämpfer,japanese,3.4,16,535.9,11217,2000,2000,284,9247,12390
1505,Kage Kara Mamoru!,japanese,3.8,10,8034,11683,2000,2000,118,11169,12393
1507,Kagerou Days,japanese,3.7,25,2000,9859,2000,2000,270,9403,12393
1509,Kami nomi zo Shiru Sekai,japanese,3.8,22,3.4,10740,2000,2000,319,8891,12387
1511,Kami-sama no Inai Nichiyoubi,japanese,3.2,26,1.3,9530,4527,3306,472,7649,8550
1513,Kami-sama no Memochou,japanese,4.5,31,122.1,7028,2000,2000,933,5432,8263
1515,Kamisu Reina wa Koko ni Chiru,japanese,4.7,78,247.4,6266,2000,3615,1103,4936,12388
1517,Kanokon,japanese,3.4,10,8034,10330,2000,2000,187,10314,12390
1519,Kanon,japanese,4,4,194.9,11704,2000,2000,61,11756,12389
1524,Kanta na Enquete desu,japanese,3.7,28,0.5,9711,4161,2000,320,8879,12385
1526,Kantan na Monitor desu,japanese,3.8,27,0.9,9619,2000,2000,330,8791,12393
1528,Kara no Kyoukai,japanese,4.3,32,3848,10044,6065,2000,643,6698,12385
1530,Karin,japanese,4.2,6,8034,11032,2000,2000,80,11586,12385
1532,Kasou Ryouiki no Elysion,japanese,3.9,57,187,6423,2000,2000,1665,3743,12389
1534,Kateikyoushi Hitman Reborn! – Secret Bullet,japanese,4,6,8034,11790,2000,2000,42,11884,12390
1536,Kaze no Stigma,japanese,4.5,62,6.3,6597,6128,2000,1021,5158,12389
1538,Keiyaku – Brand Romance,japanese,3.1,30,8040,9415,2000,2000,285,9240,12393
1540,Kenkoku no Jungfrau,japanese,3.7,15,613.4,10875,6068,2000,523,7340,12385
1542,Kenshin no Keishousha,japanese,4,32,206.4,9024,2000,2000,1070,5024,6571
1544,Kichiku Megane,japanese,3.4,7,8040,11667,2000,2000,124,11087,12389
1548,Kidou Senshi Gundam,japanese,4,6,8034,11995,2000,2000,68,11699,12385
1550,Kidou Senshi Gundam High-Streamer,japanese,3.5,4,3455,11784,2000,2000,49,11837,12385
1552,Kidou Senshi Gundam UC,japanese,4,6,8035,11800,2000,2000,55,11805,12390
1554,Kieli,japanese,4.2,10,2000,11254,2000,2000,133,10970,12393
1556,Kikou Shoujo wa Kizutsukanai,japanese,4.1,66,24.3,6090,2000,2000,1580,3899,9536
1558,Kimi ni Todoke,japanese,4,6,8034,11181,2000,2000,76,11628,12393
1560,Kingdom Hearts: 358/2 Days,japanese,2.6,7,2000,11893,2000,2000,57,11782,12384
1562,Kingdom Hearts: Chain of Memories,japanese,2,7,2000,11800,2000,2000,57,11786,12390
1564,Kino no Tabi – The Beautiful World,japanese,4.6,91,32.9,4590,2000,6928,2297,2773,7356
1566,Kiss no Ondo,japanese,3.1,16,8040,10507,2000,2000,185,10347,12389
1568,Kizoku to Nessa no Ouji,japanese,3.1,17,2000,9419,2000,2000,214,10000,12387
1570,Koakuma Thiiri To Kyuuseishu!?,japanese,3.1,10,3156,10714,2000,2000,386,8305,12393
1572,Kohitsuji wa Mayowanai,japanese,1.7,3,3992,11956,2000,2000,56,11797,12393
1574,Koi ja Nai,japanese,2,5,8040,11871,2000,2000,94,11452,12388
1576,Koi no Yokan wa Amaku Kaoru,japanese,2.5,4,8034,11152,2000,2000,86,11530,12385
1578,Kokoro Connect,japanese,4.2,34,138.8,8849,6234,2000,712,6360,9392
1580,Kokuhaku Yokou Renshuu,japanese,3.7,15,34.9,8681,2000,2000,370,8457,12393
1582,"Kono Naka ni Hitori, Imouto ga Iru!",japanese,3.9,11,3398,10557,2000,2000,305,9030,12385
1584,Chrome Shelled Regios,japanese,3.9,86,201.5,5632,2287,6928,1733,3607,12385
1586,Koushite Kare wa Okujou o Moyasu Koto Ni Shita,japanese,3.4,7,1679.5,11633,2000,2000,100,11385,12390
1588,Kujibiki Unbalance,japanese,3.6,5,8034,11810,2000,2000,35,11923,12390
1590,"Kumo no Mukou, Yakusoku no Basho",japanese,3.5,4,2000,11907,2000,2000,66,11721,12390
1592,Kuroki Eiyuu no Ichigeki Musou,japanese,3.2,48,8034,8312,2000,2000,605,6885,12390
1594,Kuu ka Kuwareru ka,japanese,2.6,9,2000,11607,2000,2000,152,10740,12390
1596,Kuusen Madoushi Kouhosei no Kyoukan,japanese,3.3,52,243.5,7804,2000,2000,1154,4806,8571
1598,Kyouran Kazoku Nikki,japanese,3.6,7,8034,11774,2000,2000,61,11762,12393
1600,Last Savior,japanese,3,5,1030.7,11917,2000,2000,96,11430,12390
1602,Le Festin de Vampire,japanese,3.4,90,99.1,2853,2000,2000,2097,3028,8121
1603,Legend of Regios,japanese,4.2,9,855,11475,2000,2000,331,8785,9735
1605,Lillia to Treize,japanese,4.2,29,6.3,9475,2000,2000,404,8163,12389
1607,Log Horizon,japanese,4.5,138,2732,4916,2000,5639,2888,2185,5154
1609,Love Hina,japanese,4,3,2000,11125,2000,2000,100,11385,12390
1611,Love Late,chinese,4.3,95,186.4,4505,3844,2000,1339,4371,7261
1613,Love So Life – When the Cherry Blossoms Bloom,japanese,3.5,11,1205.5,11338,6151,2000,164,10581,12389
1615,Love Times,japanese,3.6,36,224.9,8150,2000,2000,510,7417,12389
1617,Loveless: Ephemeral Bonds,japanese,2.5,6,8035,11035,2000,2000,131,10995,12390
1619,Lugal Gigam,japanese,4.3,31,204.4,8678,2000,2000,801,5916,7619
1621,Maburaho,japanese,3.5,8,1147,11537,2000,2000,193,10247,12389
1623,Mahou Sensou,japanese,3.2,15,178.2,10647,2000,2000,494,7524,8570
1625,Mahou Shoujo Ikusei Keikaku,japanese,4.4,43,122,4980,2000,4705,1070,5023,5260
1627,Mahou Shoujo Madoka Magica,japanese,4.1,10,1100.3,11466,2000,2000,121,11123,12385
1629,Mahouka Koukou no Rettousei,japanese,4.4,497,0.7,3042,4202,3762,5322,936,4535
1631,Mainichi Seiten!,japanese,2.5,4,8035,11899,2000,2000,82,11576,12390
1633,Maou na Ano Ko to Murabito A,japanese,4,24,657.8,9464,2000,2000,731,6245,12393
1635,Maou na Ore to Fushihime no Yubiwa,japanese,3.7,69,9.8,6137,2000,2000,2155,2948,12389
1637,Maou-ppoi no!,japanese,3.5,19,674,9691,2000,2000,647,6679,10266
1639,Mardock Scramble,japanese,3.5,6,8004,12048,2000,2000,125,11076,12390
1641,Mayo Chiki!,japanese,3.7,30,0.5,6271,2000,4040,926,5448,4764
1643,Mimizuku to Yoru no Ou,japanese,4.7,192,2.4,4082,4194,6928,2436,2606,9728
1645,Tale of the Mismarca Kingdom,japanese,3.9,46,60.3,6481,2000,2000,1052,5072,6849
1647,Missing,japanese,3.7,3,7775,12083,2000,2000,43,11877,12390
1649,Mitou Shoukan://Blood-Sign,japanese,4.1,134,13.9,3612,2000,6928,4079,1402,5550
1651,MM!,japanese,4.3,12,1366.7,11152,2000,2000,224,9889,12389
1653,Mo Flower,chinese,4.6,334,231.5,2273,6073,1315,3984,1442,4112
1655,Mokushiroku Alice,japanese,4.2,81,8039,7912,2000,2000,951,5376,12385
1657,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,japanese,4.6,224,131.9,3766,4192,6928,5592,868,2617
1659,Monster no Goshujin-sama,japanese,4.1,284,21.1,987,4220,2390,8849,316,3885
